700,POLLEN,Cupressus,27/09/2021,27/09/2021,1,0,2,138,3
700,POLLEN,Corylus,27/09/2021,27/09/2021,0,0,4,138,3
700,POLLEN,Betula,27/09/2021,27/09/2021,0,0,1,138,3
700,POLLEN,Carpinus,27/09/2021,27/09/2021,0,0,1,138,3
700,POLLEN,Alnus,27/09/2021,27/09/2021,0,0,1,138,3
700,POLLEN,Populus,27/09/2021,27/09/2021,0,0,1,138,3
700,POLLEN,Salix,27/09/2021,27/09/2021,0,0,1,138,3
700,POLLEN,Ulmus,27/09/2021,27/09/2021,0,0,1,138,3
700,POLLEN,Fraxinus,27/09/2021,27/09/2021,0,0,1,138,3
700,POLLEN,Olea,27/09/2021,27/09/2021,0,0,1,138,3
700,POLLEN,Platanus,27/09/2021,27/09/2021,0,0,1,138,3
700,POLLEN,Morus,27/09/2021,27/09/2021,0,0,1,138,3
700,POLLEN,Castanea,27/09/2021,27/09/2021,0,0,1,138,3
700,POLLEN,Fagus,27/09/2021,27/09/2021,0,0,1,138,3
700,POLLEN,Quercus,27/09/2021,27/09/2021,1,0,1,138,3
700,POLLEN,Pinus,27/09/2021,27/09/2021,16,0,1,138,3
700,POLLEN,Tilia,27/09/2021,27/09/2021,0,0,1,138,3
700,POLLEN,Rumex,27/09/2021,27/09/2021,0,0,1,138,3
700,POLLEN,Gramineae,27/09/2021,27/09/2021,1,0,1,138,3
700,POLLEN,Plantago,27/09/2021,27/09/2021,0,0,1,138,3
700,POLLEN,Parietaria,27/09/2021,27/09/2021,1,0,1,138,3
700,POLLEN,Chenopodium,27/09/2021,27/09/2021,1,0,1,138,3
700,POLLEN,Artemisia,27/09/2021,27/09/2021,0,0,1,138,3
700,POLLEN,Ambrosia,27/09/2021,27/09/2021,0,0,1,138,3
700,POLLEN,Alternaria,27/09/2021,27/09/2021,3,0,1,138,3
700,POLLEN,Cladosporium,27/09/2021,27/09/2021,79,0,1,138,3
700,POLLEN,Cupressus,28/09/2021,28/09/2021,2,0,1,138,3
700,POLLEN,Corylus,28/09/2021,28/09/2021,0,0,1,138,3
700,POLLEN,Betula,28/09/2021,28/09/2021,0,0,1,138,3
700,POLLEN,Carpinus,28/09/2021,28/09/2021,0,0,1,138,3
700,POLLEN,Alnus,28/09/2021,28/09/2021,0,0,1,138,3
700,POLLEN,Populus,28/09/2021,28/09/2021,0,0,1,138,3
700,POLLEN,Salix,28/09/2021,28/09/2021,0,0,1,138,3
700,POLLEN,Ulmus,28/09/2021,28/09/2021,0,0,1,138,3
700,POLLEN,Fraxinus,28/09/2021,28/09/2021,0,0,1,138,3
700,POLLEN,Olea,28/09/2021,28/09/2021,0,0,1,138,3
700,POLLEN,Platanus,28/09/2021,28/09/2021,0,0,1,138,3
700,POLLEN,Morus,28/09/2021,28/09/2021,0,0,1,138,3
700,POLLEN,Castanea,28/09/2021,28/09/2021,0,0,1,138,3
700,POLLEN,Fagus,28/09/2021,28/09/2021,0,0,1,138,3
700,POLLEN,Quercus,28/09/2021,28/09/2021,0,0,1,138,3
700,POLLEN,Pinus,28/09/2021,28/09/2021,18,0,1,138,3
700,POLLEN,Tilia,28/09/2021,28/09/2021,0,0,1,138,3
700,POLLEN,Rumex,28/09/2021,28/09/2021,0,0,1,138,3
700,POLLEN,Gramineae,28/09/2021,28/09/2021,0,0,1,138,3
700,POLLEN,Plantago,28/09/2021,28/09/2021,0,0,1,138,3
700,POLLEN,Parietaria,28/09/2021,28/09/2021,1,0,1,138,3
700,POLLEN,Chenopodium,28/09/2021,28/09/2021,2,0,1,138,3
700,POLLEN,Artemisia,28/09/2021,28/09/2021,0,0,1,138,3
700,POLLEN,Ambrosia,28/09/2021,28/09/2021,0,0,1,138,3
700,POLLEN,Alternaria,28/09/2021,28/09/2021,18,0,1,138,3
700,POLLEN,Cladosporium,28/09/2021,28/09/2021,97,0,1,138,3
700,POLLEN,Cupressus,29/09/2021,29/09/2021,0,0,1,138,3
700,POLLEN,Corylus,29/09/2021,29/09/2021,0,0,1,138,3
700,POLLEN,Betula,29/09/2021,29/09/2021,0,0,1,138,3
700,POLLEN,Carpinus,29/09/2021,29/09/2021,0,0,1,138,3
700,POLLEN,Alnus,29/09/2021,29/09/2021,0,0,1,138,3
700,POLLEN,Populus,29/09/2021,29/09/2021,0,0,1,138,3
700,POLLEN,Salix,29/09/2021,29/09/2021,0,0,1,138,3
700,POLLEN,Ulmus,29/09/2021,29/09/2021,0,0,1,138,3
700,POLLEN,Fraxinus,29/09/2021,29/09/2021,0,0,1,138,3
700,POLLEN,Olea,29/09/2021,29/09/2021,0,0,1,138,3
700,POLLEN,Platanus,29/09/2021,29/09/2021,0,0,1,138,3
700,POLLEN,Morus,29/09/2021,29/09/2021,0,0,1,138,3
700,POLLEN,Castanea,29/09/2021,29/09/2021,0,0,1,138,3
700,POLLEN,Fagus,29/09/2021,29/09/2021,0,0,1,138,3
700,POLLEN,Quercus,29/09/2021,29/09/2021,0,0,1,138,3
700,POLLEN,Pinus,29/09/2021,29/09/2021,10,0,1,138,3
700,POLLEN,Tilia,29/09/2021,29/09/2021,0,0,1,138,3
700,POLLEN,Rumex,29/09/2021,29/09/2021,0,0,1,138,3
700,POLLEN,Gramineae,29/09/2021,29/09/2021,1,0,1,138,3
700,POLLEN,Plantago,29/09/2021,29/09/2021,0,0,1,138,3
700,POLLEN,Parietaria,29/09/2021,29/09/2021,2,0,1,138,3
700,POLLEN,Chenopodium,29/09/2021,29/09/2021,0,0,1,138,3
700,POLLEN,Artemisia,29/09/2021,29/09/2021,0,0,1,138,3
700,POLLEN,Ambrosia,29/09/2021,29/09/2021,0,0,1,138,3
700,POLLEN,Alternaria,29/09/2021,29/09/2021,3,0,1,138,3
700,POLLEN,Cladosporium,29/09/2021,29/09/2021,47,0,1,138,3
700,POLLEN,Cupressus,30/09/2021,30/09/2021,0,0,1,138,3
700,POLLEN,Corylus,30/09/2021,30/09/2021,0,0,1,138,3
700,POLLEN,Betula,30/09/2021,30/09/2021,0,0,1,138,3
700,POLLEN,Carpinus,30/09/2021,30/09/2021,0,0,1,138,3
700,POLLEN,Alnus,30/09/2021,30/09/2021,0,0,1,138,3
700,POLLEN,Populus,30/09/2021,30/09/2021,0,0,1,138,3
700,POLLEN,Salix,30/09/2021,30/09/2021,0,0,1,138,3
700,POLLEN,Ulmus,30/09/2021,30/09/2021,0,0,1,138,3
700,POLLEN,Fraxinus,30/09/2021,30/09/2021,0,0,1,138,3
700,POLLEN,Olea,30/09/2021,30/09/2021,0,0,1,138,3
700,POLLEN,Platanus,30/09/2021,30/09/2021,0,0,1,138,3
700,POLLEN,Morus,30/09/2021,30/09/2021,0,0,1,138,3
700,POLLEN,Castanea,30/09/2021,30/09/2021,0,0,1,138,3
700,POLLEN,Fagus,30/09/2021,30/09/2021,0,0,1,138,3
700,POLLEN,Quercus,30/09/2021,30/09/2021,0,0,1,138,3
700,POLLEN,Pinus,30/09/2021,30/09/2021,6,0,1,138,3
700,POLLEN,Tilia,30/09/2021,30/09/2021,0,0,1,138,3
700,POLLEN,Rumex,30/09/2021,30/09/2021,0,0,1,138,3
700,POLLEN,Gramineae,30/09/2021,30/09/2021,0,0,1,138,3
700,POLLEN,Plantago,30/09/2021,30/09/2021,1,0,1,138,3
700,POLLEN,Parietaria,30/09/2021,30/09/2021,0,0,1,138,3
700,POLLEN,Chenopodium,30/09/2021,30/09/2021,2,0,1,138,3
700,POLLEN,Artemisia,30/09/2021,30/09/2021,0,0,1,138,3
700,POLLEN,Ambrosia,30/09/2021,30/09/2021,0,0,1,138,3
700,POLLEN,Alternaria,30/09/2021,30/09/2021,2,0,1,138,3
700,POLLEN,Cladosporium,30/09/2021,30/09/2021,57,0,1,138,3
700,POLLEN,Cupressus,01/10/2021,01/10/2021,2,0,1,138,3
700,POLLEN,Corylus,01/10/2021,01/10/2021,0,0,1,138,3
700,POLLEN,Betula,01/10/2021,01/10/2021,0,0,1,138,3
700,POLLEN,Carpinus,01/10/2021,01/10/2021,0,0,1,138,3
700,POLLEN,Alnus,01/10/2021,01/10/2021,0,0,1,138,3
700,POLLEN,Populus,01/10/2021,01/10/2021,0,0,1,138,3
700,POLLEN,Salix,01/10/2021,01/10/2021,0,0,1,138,3
700,POLLEN,Ulmus,01/10/2021,01/10/2021,0,0,1,138,3
700,POLLEN,Fraxinus,01/10/2021,01/10/2021,0,0,1,138,3
700,POLLEN,Olea,01/10/2021,01/10/2021,0,0,1,138,3
700,POLLEN,Platanus,01/10/2021,01/10/2021,0,0,1,138,3
700,POLLEN,Morus,01/10/2021,01/10/2021,0,0,1,138,3
700,POLLEN,Castanea,01/10/2021,01/10/2021,0,0,1,138,3
700,POLLEN,Fagus,01/10/2021,01/10/2021,0,0,1,138,3
700,POLLEN,Quercus,01/10/2021,01/10/2021,0,0,1,138,3
700,POLLEN,Pinus,01/10/2021,01/10/2021,7,0,1,138,3
700,POLLEN,Tilia,01/10/2021,01/10/2021,0,0,1,138,3
700,POLLEN,Rumex,01/10/2021,01/10/2021,0,0,1,138,3
700,POLLEN,Gramineae,01/10/2021,01/10/2021,1,0,1,138,3
700,POLLEN,Plantago,01/10/2021,01/10/2021,2,0,1,138,3
700,POLLEN,Parietaria,01/10/2021,01/10/2021,0,0,1,138,3
700,POLLEN,Chenopodium,01/10/2021,01/10/2021,1,0,1,138,3
700,POLLEN,Artemisia,01/10/2021,01/10/2021,0,0,1,138,3
700,POLLEN,Ambrosia,01/10/2021,01/10/2021,0,0,1,138,3
700,POLLEN,Alternaria,01/10/2021,01/10/2021,7,0,1,138,3
700,POLLEN,Cladosporium,01/10/2021,01/10/2021,53,0,1,138,3
700,POLLEN,Cupressus,02/10/2021,02/10/2021,0,0,1,138,3
700,POLLEN,Corylus,02/10/2021,02/10/2021,0,0,1,138,3
700,POLLEN,Betula,02/10/2021,02/10/2021,0,0,1,138,3
700,POLLEN,Carpinus,02/10/2021,02/10/2021,0,0,1,138,3
700,POLLEN,Alnus,02/10/2021,02/10/2021,0,0,1,138,3
700,POLLEN,Populus,02/10/2021,02/10/2021,0,0,1,138,3
700,POLLEN,Salix,02/10/2021,02/10/2021,0,0,1,138,3
700,POLLEN,Ulmus,02/10/2021,02/10/2021,0,0,1,138,3
700,POLLEN,Fraxinus,02/10/2021,02/10/2021,0,0,1,138,3
700,POLLEN,Olea,02/10/2021,02/10/2021,0,0,1,138,3
700,POLLEN,Platanus,02/10/2021,02/10/2021,0,0,1,138,3
700,POLLEN,Morus,02/10/2021,02/10/2021,0,0,1,138,3
700,POLLEN,Castanea,02/10/2021,02/10/2021,0,0,1,138,3
700,POLLEN,Fagus,02/10/2021,02/10/2021,0,0,1,138,3
700,POLLEN,Quercus,02/10/2021,02/10/2021,0,0,1,138,3
700,POLLEN,Pinus,02/10/2021,02/10/2021,4,0,1,138,3
700,POLLEN,Tilia,02/10/2021,02/10/2021,0,0,1,138,3
700,POLLEN,Rumex,02/10/2021,02/10/2021,0,0,1,138,3
700,POLLEN,Gramineae,02/10/2021,02/10/2021,0,0,1,138,3
700,POLLEN,Plantago,02/10/2021,02/10/2021,2,0,1,138,3
700,POLLEN,Parietaria,02/10/2021,02/10/2021,0,0,1,138,3
700,POLLEN,Chenopodium,02/10/2021,02/10/2021,1,0,1,138,3
700,POLLEN,Artemisia,02/10/2021,02/10/2021,0,0,1,138,3
700,POLLEN,Ambrosia,02/10/2021,02/10/2021,0,0,1,138,3
700,POLLEN,Alternaria,02/10/2021,02/10/2021,5,0,1,138,3
700,POLLEN,Cladosporium,02/10/2021,02/10/2021,78,0,1,138,3
700,POLLEN,Cupressus,03/10/2021,03/10/2021,2,0,1,138,3
700,POLLEN,Corylus,03/10/2021,03/10/2021,0,0,1,138,3
700,POLLEN,Betula,03/10/2021,03/10/2021,0,0,1,138,3
700,POLLEN,Carpinus,03/10/2021,03/10/2021,0,0,1,138,3
700,POLLEN,Alnus   ,03/10/2021,03/10/2021,0,0,1,138,3
700,POLLEN,Populus,03/10/2021,03/10/2021,0,0,1,138,3
700,POLLEN,Salix,03/10/2021,03/10/2021,0,0,1,138,3
700,POLLEN,Ulmus,03/10/2021,03/10/2021,0,0,1,138,3
700,POLLEN,Fraxinus,03/10/2021,03/10/2021,0,0,1,138,3
700,POLLEN,Olea,03/10/2021,03/10/2021,0,0,1,138,3
700,POLLEN,Platanus,03/10/2021,03/10/2021,0,0,1,138,3
700,POLLEN,Morus,03/10/2021,03/10/2021,0,0,1,138,3
700,POLLEN,Castanea,03/10/2021,03/10/2021,0,0,1,138,3
700,POLLEN,Fagus,03/10/2021,03/10/2021,0,0,1,138,3
700,POLLEN,Quercus,03/10/2021,03/10/2021,0,0,1,138,3
700,POLLEN,Pinus,03/10/2021,03/10/2021,3,0,1,138,3
700,POLLEN,Tilia,03/10/2021,03/10/2021,0,0,1,138,3
700,POLLEN,Rumex,03/10/2021,03/10/2021,0,0,1,138,3
700,POLLEN,Gramineae,03/10/2021,03/10/2021,0,0,1,138,3
700,POLLEN,Plantago,03/10/2021,03/10/2021,2,0,1,138,3
700,POLLEN,Parietaria,03/10/2021,03/10/2021,1,0,1,138,3
700,POLLEN,Chenopodium,03/10/2021,03/10/2021,2,0,1,138,3
700,POLLEN,Artemisia,03/10/2021,03/10/2021,0,0,1,138,3
700,POLLEN,Ambrosia,03/10/2021,03/10/2021,0,0,1,138,3
700,POLLEN,Alternaria,03/10/2021,03/10/2021,4,0,1,138,3
700,POLLEN,Cladosporium,03/10/2021,03/10/2021,51,0,1,138,3
